packet_id,timestamp,label,src_ip,dst_ip,protocol,src_port,dst_port,length
140,1771502261.119219,BENIGNE,192.168.10.102,192.168.60.101,6,34646,5044,1131
141,1771502261.134853,BENIGNE,192.168.60.101,192.168.10.102,6,5044,34646,72
142,1771502261.135827,BENIGNE,192.168.10.102,192.168.60.101,6,34646,5044,66
143,1771502262.814061,BENIGNE,N/A,N/A,N/A,0,0,60
144,1771502262.911594,BENIGNE,192.168.10.102,192.168.30.100,17,0,0,89
145,1771502262.912676,BENIGNE,192.168.10.102,192.168.30.100,17,0,0,89
146,1771502262.923831,BENIGNE,192.168.30.100,192.168.10.102,17,0,0,281
147,1771502262.941692,BENIGNE,192.168.30.100,192.168.10.102,17,0,0,425
148,1771502263.852081,BENIGNE,192.168.10.102,192.168.60.101,6,59276,5514,1514
149,1771502263.852258,BENIGNE,192.168.10.102,192.168.60.101,6,59276,5514,113
150,1771502263.873992,BENIGNE,192.168.60.101,192.168.10.102,6,5514,59276,66
151,1771502263.874214,BENIGNE,192.168.60.101,192.168.10.102,6,5514,59276,66
152,1771502264.93913,BENIGNE,192.168.10.100,74.125.133.188,6,49750,5228,55
153,1771502264.952722,BENIGNE,74.125.133.188,192.168.10.100,6,5228,49750,66
154,1771502264.976624,BENIGNE,N/A,N/A,N/A,0,0,60
155,1771502265.146963,BENIGNE,192.168.10.103,192.168.60.101,6,53668,5044,66
156,1771502265.153118,BENIGNE,192.168.60.101,192.168.10.103,6,5044,53668,66
157,1771502266.996452,BENIGNE,N/A,N/A,N/A,0,0,60
158,1771502269.023125,BENIGNE,N/A,N/A,N/A,0,0,60
159,1771502270.017493,BENIGNE,192.168.10.103,192.168.60.101,6,53668,5044,1514
160,1771502270.017629,BENIGNE,192.168.10.103,192.168.60.101,6,53668,5044,1514
161,1771502270.017706,BENIGNE,192.168.10.103,192.168.60.101,6,53668,5044,66
162,1771502270.017742,BENIGNE,192.168.10.103,192.168.60.101,6,53668,5044,1514
163,1771502270.017767,BENIGNE,192.168.10.103,192.168.60.101,6,53668,5044,1514
164,1771502270.017792,BENIGNE,192.168.10.103,192.168.60.101,6,53668,5044,66
165,1771502270.018098,BENIGNE,192.168.10.103,192.168.60.101,6,53668,5044,1514
166,1771502270.018205,BENIGNE,192.168.10.103,192.168.60.101,6,53668,5044,1053
167,1771502270.037878,BENIGNE,192.168.60.101,192.168.10.103,6,5044,53668,66
168,1771502270.045757,BENIGNE,192.168.60.101,192.168.10.103,6,5044,53668,66
169,1771502270.046086,BENIGNE,192.168.60.101,192.168.10.103,6,5044,53668,66
170,1771502270.061657,BENIGNE,192.168.60.101,192.168.10.103,6,5044,53668,72
171,1771502270.062042,BENIGNE,192.168.10.103,192.168.60.101,6,53668,5044,66
172,1771502271.118983,BENIGNE,192.168.10.102,192.168.60.101,6,34646,5044,1514
173,1771502271.119074,BENIGNE,192.168.10.102,192.168.60.101,6,34646,5044,1154
174,1771502271.125188,BENIGNE,192.168.60.101,192.168.10.102,6,5044,34646,66
175,1771502271.128282,BENIGNE,192.168.60.101,192.168.10.102,6,5044,34646,72
176,1771502271.128643,BENIGNE,192.168.10.102,192.168.60.101,6,34646,5044,66
177,1771502271.156531,BENIGNE,N/A,N/A,N/A,0,0,60
178,1771502273.166501,BENIGNE,N/A,N/A,N/A,0,0,60
179,1771502273.724387,BENIGNE,192.168.10.103,8.8.8.8,17,0,0,89
180,1771502273.724459,BENIGNE,192.168.10.103,8.8.8.8,17,0,0,89
181,1771502273.741783,BENIGNE,8.8.8.8,192.168.10.103,17,0,0,281
182,1771502273.741956,BENIGNE,8.8.8.8,192.168.10.103,17,0,0,425
183,1771502273.743948,BENIGNE,192.168.10.103,91.189.91.96,6,37490,80,74
184,1771502273.822329,BENIGNE,91.189.91.96,192.168.10.103,6,80,37490,74
185,1771502273.822864,BENIGNE,192.168.10.103,91.189.91.96,6,37490,80,66
186,1771502273.823157,BENIGNE,192.168.10.103,91.189.91.96,6,37490,80,154
187,1771502273.901981,BENIGNE,91.189.91.96,192.168.10.103,6,80,37490,251
188,1771502273.902175,BENIGNE,91.189.91.96,192.168.10.103,6,80,37490,66
189,1771502273.902459,BENIGNE,192.168.10.103,91.189.91.96,6,37490,80,66
190,1771502273.90294,BENIGNE,192.168.10.103,91.189.91.96,6,37490,80,66
191,1771502273.981424,BENIGNE,91.189.91.96,192.168.10.103,6,80,37490,66
192,1771502275.204156,BENIGNE,N/A,N/A,N/A,0,0,60
193,1771502275.484698,BENIGNE,192.168.10.100,192.168.60.101,6,49736,5044,55
194,1771502275.496286,BENIGNE,192.168.60.101,192.168.10.100,6,5044,49736,66
195,1771502277.359795,BENIGNE,N/A,N/A,N/A,0,0,60
196,1771502278.456461,BENIGNE,192.168.10.103,8.8.8.8,17,0,0,89
197,1771502278.457014,BENIGNE,192.168.10.103,8.8.8.8,17,0,0,89
198,1771502278.471716,BENIGNE,8.8.8.8,192.168.10.103,17,0,0,281
199,1771502279.428549,BENIGNE,N/A,N/A,N/A,0,0,60
200,1771502280.017179,BENIGNE,192.168.10.103,192.168.60.101,6,53668,5044,1514
201,1771502280.017283,BENIGNE,192.168.10.103,192.168.60.101,6,53668,5044,1514
202,1771502280.017302,BENIGNE,192.168.10.103,192.168.60.101,6,53668,5044,66
203,1771502280.017428,BENIGNE,192.168.10.103,192.168.60.101,6,53668,5044,1514
204,1771502280.017473,BENIGNE,192.168.10.103,192.168.60.101,6,53668,5044,1514
205,1771502280.017501,BENIGNE,192.168.10.103,192.168.60.101,6,53668,5044,66
206,1771502280.017656,BENIGNE,192.168.10.103,192.168.60.101,6,53668,5044,1514
207,1771502280.017679,BENIGNE,192.168.10.103,192.168.60.101,6,53668,5044,1514
208,1771502280.017712,BENIGNE,192.168.10.103,192.168.60.101,6,53668,5044,66
209,1771502280.017874,BENIGNE,192.168.10.103,192.168.60.101,6,53668,5044,1514
210,1771502280.017896,BENIGNE,192.168.10.103,192.168.60.101,6,53668,5044,1514
211,1771502280.017929,BENIGNE,192.168.10.103,192.168.60.101,6,53668,5044,66
212,1771502280.018075,BENIGNE,192.168.10.103,192.168.60.101,6,53668,5044,161
213,1771502280.02885,BENIGNE,192.168.60.101,192.168.10.103,6,5044,53668,66
214,1771502280.030815,BENIGNE,192.168.60.101,192.168.10.103,6,5044,53668,66
215,1771502280.030844,BENIGNE,192.168.60.101,192.168.10.103,6,5044,53668,66
216,1771502280.032549,BENIGNE,192.168.60.101,192.168.10.103,6,5044,53668,66
217,1771502280.052638,BENIGNE,192.168.60.101,192.168.10.103,6,5044,53668,72
218,1771502280.053144,BENIGNE,192.168.10.103,192.168.60.101,6,53668,5044,66
219,1771502280.444816,BENIGNE,192.168.10.100,192.168.60.101,6,49736,5044,1514
220,1771502280.444874,BENIGNE,192.168.10.100,192.168.60.101,6,49736,5044,1514
221,1771502280.444894,BENIGNE,192.168.10.100,192.168.60.101,6,49736,5044,206
222,1771502280.451536,BENIGNE,192.168.60.101,192.168.10.100,6,5044,49736,56
223,1771502280.453125,BENIGNE,192.168.60.101,192.168.10.100,6,5044,49736,56
224,1771502280.455707,BENIGNE,192.168.60.101,192.168.10.100,6,5044,49736,60
225,1771502280.477037,BENIGNE,192.168.10.100,192.168.60.101,6,49736,5044,54
226,1771502281.54208,BENIGNE,N/A,N/A,N/A,0,0,60
227,1771502283.461289,BENIGNE,192.168.10.103,8.8.8.8,17,0,0,89
228,1771502283.471772,BENIGNE,8.8.8.8,192.168.10.103,17,0,0,281
229,1771502283.472879,BENIGNE,192.168.10.103,8.8.8.8,17,0,0,89
230,1771502283.481603,BENIGNE,8.8.8.8,192.168.10.103,17,0,0,425
231,1771502283.548813,BENIGNE,N/A,N/A,N/A,0,0,60
232,1771502284.20679,Discover local hosts,192.168.10.100,192.168.30.100,6,49911,389,66
233,1771502284.2121,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,66
234,1771502284.212453,Discover local hosts,192.168.10.100,192.168.30.100,6,49911,389,54
235,1771502284.213286,Discover local hosts,192.168.10.100,192.168.30.100,6,49911,389,398
236,1771502284.220107,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
237,1771502284.220361,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1233
238,1771502284.220648,Discover local hosts,192.168.10.100,192.168.30.100,6,49911,389,54
239,1771502284.22325,Discover local hosts,192.168.10.100,192.168.30.100,6,49911,389,1514
240,1771502284.223284,Discover local hosts,192.168.10.100,192.168.30.100,6,49911,389,485
241,1771502284.230166,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,56
242,1771502284.231551,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,257
243,1771502284.233977,Discover local hosts,192.168.10.100,192.168.30.100,6,49911,389,165
244,1771502284.238938,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,194
245,1771502284.242477,Discover local hosts,192.168.10.100,192.168.30.100,6,49911,389,219
246,1771502284.247957,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1496
247,1771502284.254632,Discover local hosts,192.168.10.100,192.168.30.100,6,49911,389,230
248,1771502284.263906,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
249,1771502284.263952,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
250,1771502284.264139,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
251,1771502284.26425,Discover local hosts,192.168.10.100,192.168.30.100,6,49911,389,54
252,1771502284.266191,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
253,1771502284.266229,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
254,1771502284.266383,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
255,1771502284.266485,Discover local hosts,192.168.10.100,192.168.30.100,6,49911,389,54
256,1771502284.266714,Discover local hosts,192.168.10.100,192.168.30.100,6,49911,389,54
257,1771502284.268545,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
258,1771502284.268931,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
259,1771502284.269457,Discover local hosts,192.168.10.100,192.168.30.100,6,49911,389,54
260,1771502284.270318,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,230
261,1771502284.271209,Discover local hosts,192.168.10.100,192.168.30.100,6,49911,389,219
262,1771502284.276345,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1496
263,1771502284.276903,Discover local hosts,192.168.10.100,192.168.30.100,6,49911,389,203
264,1771502284.281421,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,216
265,1771502284.282029,Discover local hosts,192.168.10.100,192.168.30.100,6,49911,389,202
266,1771502284.287385,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,172
267,1771502284.289654,Discover local hosts,192.168.10.100,192.168.30.100,6,49911,389,240
268,1771502284.303811,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
269,1771502284.304183,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
270,1771502284.304465,Discover local hosts,192.168.10.100,192.168.30.100,6,49911,389,54
271,1771502284.305563,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
272,1771502284.305721,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
273,1771502284.305914,Discover local hosts,192.168.10.100,192.168.30.100,6,49911,389,54
274,1771502284.307817,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
275,1771502284.308114,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
276,1771502284.308377,Discover local hosts,192.168.10.100,192.168.30.100,6,49911,389,54
277,1771502284.310191,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
278,1771502284.310229,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
279,1771502284.310504,Discover local hosts,192.168.10.100,192.168.30.100,6,49911,389,54
280,1771502284.310522,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
281,1771502284.312283,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
282,1771502284.312536,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
283,1771502284.312581,Discover local hosts,192.168.10.100,192.168.30.100,6,49911,389,54
284,1771502284.315254,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
285,1771502284.315462,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
286,1771502284.315563,Discover local hosts,192.168.10.100,192.168.30.100,6,49911,389,54
287,1771502284.31853,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
288,1771502284.318914,Discover local hosts,192.168.10.100,192.168.30.100,6,49911,389,54
289,1771502284.32069,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
290,1771502284.321077,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
291,1771502284.321375,Discover local hosts,192.168.10.100,192.168.30.100,6,49911,389,54
292,1771502284.323022,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
293,1771502284.323364,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
294,1771502284.323644,Discover local hosts,192.168.10.100,192.168.30.100,6,49911,389,54
295,1771502284.326179,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
296,1771502284.329048,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
297,1771502284.329368,Discover local hosts,192.168.10.100,192.168.30.100,6,49911,389,54
298,1771502284.329396,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
299,1771502284.331908,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
300,1771502284.332082,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,56
301,1771502284.332214,Discover local hosts,192.168.10.100,192.168.30.100,6,49911,389,54
302,1771502284.334287,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
303,1771502284.334478,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
304,1771502284.33489,Discover local hosts,192.168.10.100,192.168.30.100,6,49911,389,54
305,1771502284.337255,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
306,1771502284.337698,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
307,1771502284.338031,Discover local hosts,192.168.10.100,192.168.30.100,6,49911,389,54
308,1771502284.340814,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,56
309,1771502284.343305,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
310,1771502284.343659,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
311,1771502284.343942,Discover local hosts,192.168.10.100,192.168.30.100,6,49911,389,54
312,1771502284.347739,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
313,1771502284.349045,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
314,1771502284.3494,Discover local hosts,192.168.10.100,192.168.30.100,6,49911,389,54
315,1771502284.351958,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,56
316,1771502284.352314,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
317,1771502284.355235,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
318,1771502284.355573,Discover local hosts,192.168.10.100,192.168.30.100,6,49911,389,54
319,1771502284.35797,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
320,1771502284.358383,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
321,1771502284.358707,Discover local hosts,192.168.10.100,192.168.30.100,6,49911,389,54
322,1771502284.361122,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,56
323,1771502284.361527,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
324,1771502284.36335,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
325,1771502284.363623,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
326,1771502284.363645,Discover local hosts,192.168.30.100,192.168.10.100,6,389,49911,1514
327,1771502284.363695,Discover local hosts,192.168.10.100,192.168.30.100,6,49911,389,54
